"Activity" "Subject" "Variable" "MeanValue"
"WalkingUp" 9 "Time_Std_Body_Acceleration_Z" -0.253434083542857
"WalkingDown" 9 "Time_Std_Body_Acceleration_Z" -0.00771530035714285
"Sitting" 9 "Time_Std_Body_Acceleration_Z" -0.83200187268
"Standing" 9 "Time_Std_Body_Acceleration_Z" -0.919295805777778
"Laying" 9 "Time_Std_Body_Acceleration_Z" -0.9407072854
"Walking" 10 "Time_Std_Body_Acceleration_Z" -0.395645072075472
"WalkingUp" 10 "Time_Std_Body_Acceleration_Z" -0.0738744931340426
"WalkingDown" 10 "Time_Std_Body_Acceleration_Z" -0.183557562032895
"Sitting" 10 "Time_Std_Body_Acceleration_Z" -0.967826981666667
"Standing" 10 "Time_Std_Body_Acceleration_Z" -0.941271440454545
"Laying" 10 "Time_Std_Body_Acceleration_Z" -0.95947148637931
"Walking" 11 "Time_Std_Body_Acceleration_Z" -0.530626311355932
"WalkingUp" 11 "Time_Std_Body_Acceleration_Z" -0.203369399185185
"WalkingDown" 11 "Time_Std_Body_Acceleration_Z" -0.324026938043478
"Sitting" 11 "Time_Std_Body_Acceleration_Z" -0.968370181886792
"Standing" 11 "Time_Std_Body_Acceleration_Z" -0.986382712765957
"Laying" 11 "Time_Std_Body_Acceleration_Z" -0.971311176842105
"Walking" 12 "Time_Std_Body_Acceleration_Z" -0.4106060626
"WalkingUp" 12 "Time_Std_Body_Acceleration_Z" -0.436697425576923
"WalkingDown" 12 "Time_Std_Body_Acceleration_Z" -0.425017413478261
"Sitting" 12 "Time_Std_Body_Acceleration_Z" -0.939661889019608
"Standing" 12 "Time_Std_Body_Acceleration_Z" -0.920684800114754
"Laying" 12 "Time_Std_Body_Acceleration_Z" -0.9483338435
"Walking" 13 "Time_Std_Body_Acceleration_Z" -0.220503537026316
"WalkingUp" 13 "Time_Std_Body_Acceleration_Z" -0.217210568085455
"WalkingDown" 13 "Time_Std_Body_Acceleration_Z" -0.158333146191489
"Sitting" 13 "Time_Std_Body_Acceleration_Z" -0.938641215510204
"Standing" 13 "Time_Std_Body_Acceleration_Z" -0.967538031754386
"Laying" 13 "Time_Std_Body_Acceleration_Z" -0.950392995483871
"Walking" 14 "Time_Std_Body_Acceleration_Z" 0.0518841040022034
"WalkingUp" 14 "Time_Std_Body_Acceleration_Z" 0.609017879074074
"WalkingDown" 14 "Time_Std_Body_Acceleration_Z" 0.451576075111111
"Sitting" 14 "Time_Std_Body_Acceleration_Z" -0.922774835740741
"Standing" 14 "Time_Std_Body_Acceleration_Z" -0.9222763115
"Laying" 14 "Time_Std_Body_Acceleration_Z" -0.900331921686275
"Walking" 15 "Time_Std_Body_Acceleration_Z" -0.518932634814815
"WalkingUp" 15 "Time_Std_Body_Acceleration_Z" -0.379717488104167
"WalkingDown" 15 "Time_Std_Body_Acceleration_Z" -0.281982181666667
"Sitting" 15 "Time_Std_Body_Acceleration_Z" -0.949338025084746
"Standing" 15 "Time_Std_Body_Acceleration_Z" -0.951670257924528
"Laying" 15 "Time_Std_Body_Acceleration_Z" -0.929586835277778
"Walking" 16 "Time_Std_Body_Acceleration_Z" -0.159799790235294
"WalkingUp" 16 "Time_Std_Body_Acceleration_Z" -0.129283825721569
"WalkingDown" 16 "Time_Std_Body_Acceleration_Z" 0.0114353944787234
"Sitting" 16 "Time_Std_Body_Acceleration_Z" -0.939672247101449
"Standing" 16 "Time_Std_Body_Acceleration_Z" -0.953468961666667
"Laying" 16 "Time_Std_Body_Acceleration_Z" -0.965490276285714
"Walking" 17 "Time_Std_Body_Acceleration_Z" -0.265824489180328
"WalkingUp" 17 "Time_Std_Body_Acceleration_Z" -0.230220954239583
"WalkingDown" 17 "Time_Std_Body_Acceleration_Z" -0.231064156615217
"Sitting" 17 "Time_Std_Body_Acceleration_Z" -0.96572919578125
"Standing" 17 "Time_Std_Body_Acceleration_Z" -0.970462679230769
"Laying" 17 "Time_Std_Body_Acceleration_Z" -0.953476700140845
"Walking" 18 "Time_Std_Body_Acceleration_Z" -0.428348061071429
"WalkingUp" 18 "Time_Std_Body_Acceleration_Z" -0.31437339137931
"WalkingDown" 18 "Time_Std_Body_Acceleration_Z" -0.418610127454545
"Sitting" 18 "Time_Std_Body_Acceleration_Z" -0.977572717017544
"Standing" 18 "Time_Std_Body_Acceleration_Z" -0.961873909178082
"Laying" 18 "Time_Std_Body_Acceleration_Z" -0.987658662307692
"Walking" 19 "Time_Std_Body_Acceleration_Z" -0.13947794235
"WalkingUp" 19 "Time_Std_Body_Acceleration_Z" -0.1904685504575
"WalkingDown" 19 "Time_Std_Body_Acceleration_Z" 0.049322451025641
"Sitting" 19 "Time_Std_Body_Acceleration_Z" -0.951929615068493
"Standing" 19 "Time_Std_Body_Acceleration_Z" -0.952599653972603
"Laying" 19 "Time_Std_Body_Acceleration_Z" -0.984672837228916
"Walking" 20 "Time_Std_Body_Acceleration_Z" -0.228734217372549
"WalkingUp" 20 "Time_Std_Body_Acceleration_Z" -0.229249455098039
"WalkingDown" 20 "Time_Std_Body_Acceleration_Z" -0.160938536488889
"Sitting" 20 "Time_Std_Body_Acceleration_Z" -0.929106396818182
"Standing" 20 "Time_Std_Body_Acceleration_Z" -0.913142481643836
"Laying" 20 "Time_Std_Body_Acceleration_Z" -0.972571998382353
"Walking" 21 "Time_Std_Body_Acceleration_Z" -0.16868872575
"WalkingUp" 21 "Time_Std_Body_Acceleration_Z" -0.219707928574468
"WalkingDown" 21 "Time_Std_Body_Acceleration_Z" -0.0717893558666667
"Sitting" 21 "Time_Std_Body_Acceleration_Z" -0.959567861764706
"Standing" 21 "Time_Std_Body_Acceleration_Z" -0.946123407078652
"Laying" 21 "Time_Std_Body_Acceleration_Z" -0.945653787777778
"Walking" 22 "Time_Std_Body_Acceleration_Z" -0.213351968804348
"WalkingUp" 22 "Time_Std_Body_Acceleration_Z" -0.109613216345238
"WalkingDown" 22 "Time_Std_Body_Acceleration_Z" -0.325722718055556
"Sitting" 22 "Time_Std_Body_Acceleration_Z" -0.917564853870968
"Standing" 22 "Time_Std_Body_Acceleration_Z" -0.942201655238095
"Laying" 22 "Time_Std_Body_Acceleration_Z" -0.942945807916667
"Walking" 23 "Time_Std_Body_Acceleration_Z" 0.164220685383051
"WalkingUp" 23 "Time_Std_Body_Acceleration_Z" 0.10080118935098
"WalkingDown" 23 "Time_Std_Body_Acceleration_Z" 0.229898742944444
"Sitting" 23 "Time_Std_Body_Acceleration_Z" -0.905584390323529
"Standing" 23 "Time_Std_Body_Acceleration_Z" -0.929409745147059
"Laying" 23 "Time_Std_Body_Acceleration_Z" -0.973223495416667
"Walking" 24 "Time_Std_Body_Acceleration_Z" -0.288840016206897
"WalkingUp" 24 "Time_Std_Body_Acceleration_Z" -0.255601012881356
"WalkingDown" 24 "Time_Std_Body_Acceleration_Z" -0.205566380745455
"Sitting" 24 "Time_Std_Body_Acceleration_Z" -0.957056111470588
"Standing" 24 "Time_Std_Body_Acceleration_Z" -0.930283530144928
"Laying" 24 "Time_Std_Body_Acceleration_Z" -0.973566958888889
"Walking" 25 "Time_Std_Body_Acceleration_Z" -0.437133403243243
"WalkingUp" 25 "Time_Std_Body_Acceleration_Z" -0.296523975076923
"WalkingDown" 25 "Time_Std_Body_Acceleration_Z" -0.457972381896552
"Sitting" 25 "Time_Std_Body_Acceleration_Z" -0.965139552153846
"Standing" 25 "Time_Std_Body_Acceleration_Z" -0.964642688108108
"Laying" 25 "Time_Std_Body_Acceleration_Z" -0.717262004013699
"Walking" 26 "Time_Std_Body_Acceleration_Z" -0.333486502542373
"WalkingUp" 26 "Time_Std_Body_Acceleration_Z" -0.404596936545455
"WalkingDown" 26 "Time_Std_Body_Acceleration_Z" -0.284807676
"Sitting" 26 "Time_Std_Body_Acceleration_Z" -0.950004414102564
"Standing" 26 "Time_Std_Body_Acceleration_Z" -0.962988401351351
"Laying" 26 "Time_Std_Body_Acceleration_Z" -0.984500013157895
"Walking" 27 "Time_Std_Body_Acceleration_Z" -0.297318273508772
"WalkingUp" 27 "Time_Std_Body_Acceleration_Z" -0.23070787672549
"WalkingDown" 27 "Time_Std_Body_Acceleration_Z" -0.240040783340909
"Sitting" 27 "Time_Std_Body_Acceleration_Z" -0.965858735142857
"Standing" 27 "Time_Std_Body_Acceleration_Z" -0.962408444875
"Laying" 27 "Time_Std_Body_Acceleration_Z" -0.986636996081081
"Walking" 28 "Time_Std_Body_Acceleration_Z" -0.300928395925926
"WalkingUp" 28 "Time_Std_Body_Acceleration_Z" -0.28598691372549
"WalkingDown" 28 "Time_Std_Body_Acceleration_Z" -0.341031811521739
"Sitting" 28 "Time_Std_Body_Acceleration_Z" -0.936667245694444
"Standing" 28 "Time_Std_Body_Acceleration_Z" -0.905123824177215
"Laying" 28 "Time_Std_Body_Acceleration_Z" -0.956450342875
"Walking" 29 "Time_Std_Body_Acceleration_Z" -0.242828038264151
"WalkingUp" 29 "Time_Std_Body_Acceleration_Z" 0.0995443502346939
"WalkingDown" 29 "Time_Std_Body_Acceleration_Z" -0.223177999879167
"Sitting" 29 "Time_Std_Body_Acceleration_Z" -0.968063878166667
"Standing" 29 "Time_Std_Body_Acceleration_Z" -0.980207488923077
"Laying" 29 "Time_Std_Body_Acceleration_Z" -0.987255149855072
"Walking" 30 "Time_Std_Body_Acceleration_Z" -0.120476783907692
"WalkingUp" 30 "Time_Std_Body_Acceleration_Z" 0.0249468034966154
"WalkingDown" 30 "Time_Std_Body_Acceleration_Z" -0.217275690290323
"Sitting" 30 "Time_Std_Body_Acceleration_Z" -0.950654041290323
"Standing" 30 "Time_Std_Body_Acceleration_Z" -0.912850596949152
"Laying" 30 "Time_Std_Body_Acceleration_Z" -0.967044236428571
"Walking" 1 "Time_Mean_Gravity_Acceleration_X" 0.935223201473684
"WalkingUp" 1 "Time_Mean_Gravity_Acceleration_X" 0.89335109754717
"WalkingDown" 1 "Time_Mean_Gravity_Acceleration_X" 0.931874418979592
"Sitting" 1 "Time_Mean_Gravity_Acceleration_X" 0.831509933404255
"Standing" 1 "Time_Mean_Gravity_Acceleration_X" 0.942952000377358
"Laying" 1 "Time_Mean_Gravity_Acceleration_X" -0.24888179828
"Walking" 2 "Time_Mean_Gravity_Acceleration_X" 0.91301733338983
"WalkingUp" 2 "Time_Mean_Gravity_Acceleration_X" 0.790717418541667
"WalkingDown" 2 "Time_Mean_Gravity_Acceleration_X" 0.861831345531915
"Sitting" 2 "Time_Mean_Gravity_Acceleration_X" 0.940477273043478
"Standing" 2 "Time_Mean_Gravity_Acceleration_X" 0.896928566851852
"Laying" 2 "Time_Mean_Gravity_Acceleration_X" -0.509754238125
"Walking" 3 "Time_Mean_Gravity_Acceleration_X" 0.936506743275862
"WalkingUp" 3 "Time_Mean_Gravity_Acceleration_X" 0.883533436101695
"WalkingDown" 3 "Time_Mean_Gravity_Acceleration_X" 0.939057787755102
"Sitting" 3 "Time_Mean_Gravity_Acceleration_X" 0.901098984615385
"Standing" 3 "Time_Mean_Gravity_Acceleration_X" 0.93503077852459
"Laying" 3 "Time_Mean_Gravity_Acceleration_X" -0.241758478064516
"Walking" 4 "Time_Mean_Gravity_Acceleration_X" 0.963999696833333
"WalkingUp" 4 "Time_Mean_Gravity_Acceleration_X" 0.946264314423077
"WalkingDown" 4 "Time_Mean_Gravity_Acceleration_X" 0.947731858666667
"Sitting" 4 "Time_Mean_Gravity_Acceleration_X" 0.8693030064
"Standing" 4 "Time_Mean_Gravity_Acceleration_X" 0.95619779125
"Laying" 4 "Time_Mean_Gravity_Acceleration_X" -0.420664662222222
"Walking" 5 "Time_Mean_Gravity_Acceleration_X" 0.972624959821429
"WalkingUp" 5 "Time_Mean_Gravity_Acceleration_X" 0.936821834893617
"WalkingDown" 5 "Time_Mean_Gravity_Acceleration_X" 0.956649352553192
"Sitting" 5 "Time_Mean_Gravity_Acceleration_X" 0.880731443863636
"Standing" 5 "Time_Mean_Gravity_Acceleration_X" 0.960188699107143
"Laying" 5 "Time_Mean_Gravity_Acceleration_X" -0.483470597692308
"Walking" 6 "Time_Mean_Gravity_Acceleration_X" 0.958067455087719
"WalkingUp" 6 "Time_Mean_Gravity_Acceleration_X" 0.913632241568627
"WalkingDown" 6 "Time_Mean_Gravity_Acceleration_X" 0.928531455208333
"Sitting" 6 "Time_Mean_Gravity_Acceleration_X" 0.933692934909091
"Standing" 6 "Time_Mean_Gravity_Acceleration_X" 0.945139003859649
"Laying" 6 "Time_Mean_Gravity_Acceleration_X" -0.47670987877193
"Walking" 7 "Time_Mean_Gravity_Acceleration_X" 0.932566472280702
"WalkingUp" 7 "Time_Mean_Gravity_Acceleration_X" 0.81874656
"WalkingDown" 7 "Time_Mean_Gravity_Acceleration_X" 0.930623632765957
"Sitting" 7 "Time_Mean_Gravity_Acceleration_X" 0.969147824375
"Standing" 7 "Time_Mean_Gravity_Acceleration_X" 0.958728687924528
"Laying" 7 "Time_Mean_Gravity_Acceleration_X" -0.502814250576923
"Walking" 8 "Time_Mean_Gravity_Acceleration_X" 0.913586347916667
"WalkingUp" 8 "Time_Mean_Gravity_Acceleration_X" 0.860368718780488
"WalkingDown" 8 "Time_Mean_Gravity_Acceleration_X" 0.914023498421053
"Sitting" 8 "Time_Mean_Gravity_Acceleration_X" 0.832453878043478
"Standing" 8 "Time_Mean_Gravity_Acceleration_X" 0.957669921111111
"Laying" 8 "Time_Mean_Gravity_Acceleration_X" -0.405930036111111
"Walking" 9 "Time_Mean_Gravity_Acceleration_X" 0.951867079615385
"WalkingUp" 9 "Time_Mean_Gravity_Acceleration_X" 0.902647777755102
"WalkingDown" 9 "Time_Mean_Gravity_Acceleration_X" 0.938417773333333
"Sitting" 9 "Time_Mean_Gravity_Acceleration_X" 0.9163245106
"Standing" 9 "Time_Mean_Gravity_Acceleration_X" 0.961323502222222
"Laying" 9 "Time_Mean_Gravity_Acceleration_X" -0.5802528348
"Walking" 10 "Time_Mean_Gravity_Acceleration_X" 0.963092149811321
"WalkingUp" 10 "Time_Mean_Gravity_Acceleration_X" 0.931861027446809
"WalkingDown" 10 "Time_Mean_Gravity_Acceleration_X" 0.939807421052632
"Sitting" 10 "Time_Mean_Gravity_Acceleration_X" 0.791887198148148
"Standing" 10 "Time_Mean_Gravity_Acceleration_X" 0.954008785454545
"Laying" 10 "Time_Mean_Gravity_Acceleration_X" -0.453069737586207
"Walking" 11 "Time_Mean_Gravity_Acceleration_X" 0.946468451355932
"WalkingUp" 11 "Time_Mean_Gravity_Acceleration_X" 0.892626155555556
"WalkingDown" 11 "Time_Mean_Gravity_Acceleration_X" 0.941746406521739
"Sitting" 11 "Time_Mean_Gravity_Acceleration_X" 0.871963798301887
"Standing" 11 "Time_Mean_Gravity_Acceleration_X" 0.956464535957447
"Laying" 11 "Time_Mean_Gravity_Acceleration_X" -0.134832031403509
"Walking" 12 "Time_Mean_Gravity_Acceleration_X" 0.9668735148
"WalkingUp" 12 "Time_Mean_Gravity_Acceleration_X" 0.938371473269231
"WalkingDown" 12 "Time_Mean_Gravity_Acceleration_X" 0.949861980652174
"Sitting" 12 "Time_Mean_Gravity_Acceleration_X" 0.926228975490196
"Standing" 12 "Time_Mean_Gravity_Acceleration_X" 0.957317821803279
"Laying" 12 "Time_Mean_Gravity_Acceleration_X" -0.3785920653
"Walking" 13 "Time_Mean_Gravity_Acceleration_X" 0.910855709298246
"WalkingUp" 13 "Time_Mean_Gravity_Acceleration_X" 0.847634313454545
"WalkingDown" 13 "Time_Mean_Gravity_Acceleration_X" 0.941875619787234
"Sitting" 13 "Time_Mean_Gravity_Acceleration_X" 0.92557651244898
"Standing" 13 "Time_Mean_Gravity_Acceleration_X" 0.942695296842105
"Laying" 13 "Time_Mean_Gravity_Acceleration_X" -0.156852206467742
"Walking" 14 "Time_Mean_Gravity_Acceleration_X" 0.802973961525424
"WalkingUp" 14 "Time_Mean_Gravity_Acceleration_X" 0.688256122222222
"WalkingDown" 14 "Time_Mean_Gravity_Acceleration_X" 0.81629643
"Sitting" 14 "Time_Mean_Gravity_Acceleration_X" 0.939038759814815
"Standing" 14 "Time_Mean_Gravity_Acceleration_X" 0.875319569
"Laying" 14 "Time_Mean_Gravity_Acceleration_X" -0.145483631627451
"Walking" 15 "Time_Mean_Gravity_Acceleration_X" 0.951524391481481
"WalkingUp" 15 "Time_Mean_Gravity_Acceleration_X" 0.918544812291667
"WalkingDown" 15 "Time_Mean_Gravity_Acceleration_X" 0.932302200476191
"Sitting" 15 "Time_Mean_Gravity_Acceleration_X" 0.89036426220339
"Standing" 15 "Time_Mean_Gravity_Acceleration_X" 0.965528899622642
"Laying" 15 "Time_Mean_Gravity_Acceleration_X" -0.1719930545
"Walking" 16 "Time_Mean_Gravity_Acceleration_X" 0.925981326078431
"WalkingUp" 16 "Time_Mean_Gravity_Acceleration_X" 0.826874282745098
"WalkingDown" 16 "Time_Mean_Gravity_Acceleration_X" 0.917818427021277
"Sitting" 16 "Time_Mean_Gravity_Acceleration_X" 0.942457377971014
"Standing" 16 "Time_Mean_Gravity_Acceleration_X" 0.941587749358974
"Laying" 16 "Time_Mean_Gravity_Acceleration_X" -0.206783742242857
"Walking" 17 "Time_Mean_Gravity_Acceleration_X" 0.92811236852459
"WalkingUp" 17 "Time_Mean_Gravity_Acceleration_X" 0.853530565833333
"WalkingDown" 17 "Time_Mean_Gravity_Acceleration_X" 0.928817578043478
"Sitting" 17 "Time_Mean_Gravity_Acceleration_X" 0.94488374765625
"Standing" 17 "Time_Mean_Gravity_Acceleration_X" 0.904678547435897
"Laying" 17 "Time_Mean_Gravity_Acceleration_X" -0.19913309
"Walking" 18 "Time_Mean_Gravity_Acceleration_X" 0.92386524875
"WalkingUp" 18 "Time_Mean_Gravity_Acceleration_X" 0.883330258448276
"WalkingDown" 18 "Time_Mean_Gravity_Acceleration_X" 0.932277478363636
"Sitting" 18 "Time_Mean_Gravity_Acceleration_X" 0.909816469298246
"Standing" 18 "Time_Mean_Gravity_Acceleration_X" 0.947573239863014
"Laying" 18 "Time_Mean_Gravity_Acceleration_X" -0.220600509076923
"Walking" 19 "Time_Mean_Gravity_Acceleration_X" 0.935222559230769
"WalkingUp" 19 "Time_Mean_Gravity_Acceleration_X" 0.8294283725
"WalkingDown" 19 "Time_Mean_Gravity_Acceleration_X" 0.881940855128205
"Sitting" 19 "Time_Mean_Gravity_Acceleration_X" 0.581371509041096
"Standing" 19 "Time_Mean_Gravity_Acceleration_X" 0.944045837534247
"Laying" 19 "Time_Mean_Gravity_Acceleration_X" -0.680043155060241
"Walking" 20 "Time_Mean_Gravity_Acceleration_X" 0.899965205686274
"WalkingUp" 20 "Time_Mean_Gravity_Acceleration_X" 0.777095717058824
"WalkingDown" 20 "Time_Mean_Gravity_Acceleration_X" 0.91972663
"Sitting" 20 "Time_Mean_Gravity_Acceleration_X" 0.924454522424242
"Standing" 20 "Time_Mean_Gravity_Acceleration_X" 0.911231752465753
"Laying" 20 "Time_Mean_Gravity_Acceleration_X" -0.472431415573529
"Walking" 21 "Time_Mean_Gravity_Acceleration_X" 0.862524800961538
"WalkingUp" 21 "Time_Mean_Gravity_Acceleration_X" 0.781177210851064
"WalkingDown" 21 "Time_Mean_Gravity_Acceleration_X" 0.872683205555556
"Sitting" 21 "Time_Mean_Gravity_Acceleration_X" 0.940031368
"Standing" 21 "Time_Mean_Gravity_Acceleration_X" 0.881213341910112
"Laying" 21 "Time_Mean_Gravity_Acceleration_X" -0.174349174822222
"Walking" 22 "Time_Mean_Gravity_Acceleration_X" 0.936096410434783
"WalkingUp" 22 "Time_Mean_Gravity_Acceleration_X" 0.889454382857143
"WalkingDown" 22 "Time_Mean_Gravity_Acceleration_X" 0.921820641944444
"Sitting" 22 "Time_Mean_Gravity_Acceleration_X" 0.839305928709677
"Standing" 22 "Time_Mean_Gravity_Acceleration_X" 0.954064297619048
"Laying" 22 "Time_Mean_Gravity_Acceleration_X" -0.418494577083333
"Walking" 23 "Time_Mean_Gravity_Acceleration_X" 0.939809688644068
"WalkingUp" 23 "Time_Mean_Gravity_Acceleration_X" 0.843438810196078
"WalkingDown" 23 "Time_Mean_Gravity_Acceleration_X" 0.923711401296296
"Sitting" 23 "Time_Mean_Gravity_Acceleration_X" 0.936509242941176
"Standing" 23 "Time_Mean_Gravity_Acceleration_X" 0.919857125882353
"Laying" 23 "Time_Mean_Gravity_Acceleration_X" -0.391564962777778
"Walking" 24 "Time_Mean_Gravity_Acceleration_X" 0.95970108137931
"WalkingUp" 24 "Time_Mean_Gravity_Acceleration_X" 0.906369500508475
"WalkingDown" 24 "Time_Mean_Gravity_Acceleration_X" 0.950883416727273
"Sitting" 24 "Time_Mean_Gravity_Acceleration_X" 0.919637604411765
"Standing" 24 "Time_Mean_Gravity_Acceleration_X" 0.96644228
"Laying" 24 "Time_Mean_Gravity_Acceleration_X" -0.359292534027778
"Walking" 25 "Time_Mean_Gravity_Acceleration_X" 0.937483114459459
"WalkingUp" 25 "Time_Mean_Gravity_Acceleration_X" 0.927693239538462
"WalkingDown" 25 "Time_Mean_Gravity_Acceleration_X" 0.929627532241379
"Sitting" 25 "Time_Mean_Gravity_Acceleration_X" 0.865686078153846
"Standing" 25 "Time_Mean_Gravity_Acceleration_X" 0.929794733108108
"Laying" 25 "Time_Mean_Gravity_Acceleration_X" -0.461102531369863
"Walking" 26 "Time_Mean_Gravity_Acceleration_X" 0.960647754576271
"WalkingUp" 26 "Time_Mean_Gravity_Acceleration_X" 0.942095257090909
"WalkingDown" 26 "Time_Mean_Gravity_Acceleration_X" 0.9467972718
"Sitting" 26 "Time_Mean_Gravity_Acceleration_X" 0.782955611794872
"Standing" 26 "Time_Mean_Gravity_Acceleration_X" 0.965460891621622
"Laying" 26 "Time_Mean_Gravity_Acceleration_X" -0.621309715263158
"Walking" 27 "Time_Mean_Gravity_Acceleration_X" 0.944759287368421
"WalkingUp" 27 "Time_Mean_Gravity_Acceleration_X" 0.868000278627451
"WalkingDown" 27 "Time_Mean_Gravity_Acceleration_X" 0.931380178636364
"Sitting" 27 "Time_Mean_Gravity_Acceleration_X" 0.839464714
"Standing" 27 "Time_Mean_Gravity_Acceleration_X" 0.965351492
"Laying" 27 "Time_Mean_Gravity_Acceleration_X" -0.530434604864865
"Walking" 28 "Time_Mean_Gravity_Acceleration_X" 0.942930275555556
"WalkingUp" 28 "Time_Mean_Gravity_Acceleration_X" 0.854508231764706
"WalkingDown" 28 "Time_Mean_Gravity_Acceleration_X" 0.929291680434783
"Sitting" 28 "Time_Mean_Gravity_Acceleration_X" 0.907331309166667
"Standing" 28 "Time_Mean_Gravity_Acceleration_X" 0.948514848481013
"Laying" 28 "Time_Mean_Gravity_Acceleration_X" -0.490334541875
"Walking" 29 "Time_Mean_Gravity_Acceleration_X" 0.96237438509434
"WalkingUp" 29 "Time_Mean_Gravity_Acceleration_X" 0.929258953877551
"WalkingDown" 29 "Time_Mean_Gravity_Acceleration_X" 0.948486215
"Sitting" 29 "Time_Mean_Gravity_Acceleration_X" 0.891563755166667
"Standing" 29 "Time_Mean_Gravity_Acceleration_X" 0.974508732
"Laying" 29 "Time_Mean_Gravity_Acceleration_X" -0.346789842753623
"Walking" 30 "Time_Mean_Gravity_Acceleration_X" 0.965217551076923
"WalkingUp" 30 "Time_Mean_Gravity_Acceleration_X" 0.93182983
"WalkingDown" 30 "Time_Mean_Gravity_Acceleration_X" 0.958000491451613
"Sitting" 30 "Time_Mean_Gravity_Acceleration_X" 0.825473836935484
"Standing" 30 "Time_Mean_Gravity_Acceleration_X" 0.968556705084746
"Laying" 30 "Time_Mean_Gravity_Acceleration_X" -0.344737755285714
"Walking" 1 "Time_Mean_Gravity_Acceleration_Y" -0.282165021263158
"WalkingUp" 1 "Time_Mean_Gravity_Acceleration_Y" -0.362153364339623
"WalkingDown" 1 "Time_Mean_Gravity_Acceleration_Y" -0.266610338979592
"Sitting" 1 "Time_Mean_Gravity_Acceleration_Y" 0.204411592680851
"Standing" 1 "Time_Mean_Gravity_Acceleration_Y" -0.272983832264151
"Laying" 1 "Time_Mean_Gravity_Acceleration_Y" 0.70554977346
"Walking" 2 "Time_Mean_Gravity_Acceleration_Y" -0.34660709
"WalkingUp" 2 "Time_Mean_Gravity_Acceleration_Y" -0.416214890416667
"WalkingDown" 2 "Time_Mean_Gravity_Acceleration_Y" -0.325780100638298
"Sitting" 2 "Time_Mean_Gravity_Acceleration_Y" -0.105630024498783
"Standing" 2 "Time_Mean_Gravity_Acceleration_Y" -0.370062696851852
"Laying" 2 "Time_Mean_Gravity_Acceleration_Y" 0.752536639375
"Walking" 3 "Time_Mean_Gravity_Acceleration_Y" -0.261986357931034
"WalkingUp" 3 "Time_Mean_Gravity_Acceleration_Y" -0.382851153728814
"WalkingDown" 3 "Time_Mean_Gravity_Acceleration_Y" -0.228829214285714
"Sitting" 3 "Time_Mean_Gravity_Acceleration_Y" 0.127303379245962
"Standing" 3 "Time_Mean_Gravity_Acceleration_Y" -0.301735130327869
"Laying" 3 "Time_Mean_Gravity_Acceleration_Y" 0.837032099677419
"Walking" 4 "Time_Mean_Gravity_Acceleration_Y" -0.0858540265666667
"WalkingUp" 4 "Time_Mean_Gravity_Acceleration_Y" -0.232944304615385
"WalkingDown" 4 "Time_Mean_Gravity_Acceleration_Y" -0.0620852772955556
"Sitting" 4 "Time_Mean_Gravity_Acceleration_Y" 0.211622539936894
"Standing" 4 "Time_Mean_Gravity_Acceleration_Y" -0.0759009061071429
"Laying" 4 "Time_Mean_Gravity_Acceleration_Y" 0.915165104259259
"Walking" 5 "Time_Mean_Gravity_Acceleration_Y" -0.100440285303571
"WalkingUp" 5 "Time_Mean_Gravity_Acceleration_Y" -0.265942569148936
"WalkingDown" 5 "Time_Mean_Gravity_Acceleration_Y" -0.0607578318319149
"Sitting" 5 "Time_Mean_Gravity_Acceleration_Y" 0.168445524
"Standing" 5 "Time_Mean_Gravity_Acceleration_Y" -0.03871012665
"Laying" 5 "Time_Mean_Gravity_Acceleration_Y" 0.954890346153846
"Walking" 6 "Time_Mean_Gravity_Acceleration_Y" -0.214694852280702
"WalkingUp" 6 "Time_Mean_Gravity_Acceleration_Y" -0.340732608823529
"WalkingDown" 6 "Time_Mean_Gravity_Acceleration_Y" -0.214046334375
"Sitting" 6 "Time_Mean_Gravity_Acceleration_Y" 0.0682628663363636
"Standing" 6 "Time_Mean_Gravity_Acceleration_Y" -0.230251036140351
"Laying" 6 "Time_Mean_Gravity_Acceleration_Y" 0.956593814210526
"Walking" 7 "Time_Mean_Gravity_Acceleration_Y" -0.159097003684211
"WalkingUp" 7 "Time_Mean_Gravity_Acceleration_Y" -0.240950944117647
"WalkingDown" 7 "Time_Mean_Gravity_Acceleration_Y" -0.12987167306383
"Sitting" 7 "Time_Mean_Gravity_Acceleration_Y" 0.00608846646041667
"Standing" 7 "Time_Mean_Gravity_Acceleration_Y" -0.117607048924528
"Laying" 7 "Time_Mean_Gravity_Acceleration_Y" 0.393444278076923
"Walking" 8 "Time_Mean_Gravity_Acceleration_Y" -0.217102194583333
"WalkingUp" 8 "Time_Mean_Gravity_Acceleration_Y" -0.291341491707317
"WalkingDown" 8 "Time_Mean_Gravity_Acceleration_Y" -0.187610243421053
"Sitting" 8 "Time_Mean_Gravity_Acceleration_Y" 0.240095117065217
"Standing" 8 "Time_Mean_Gravity_Acceleration_Y" -0.0904603488214815
"Laying" 8 "Time_Mean_Gravity_Acceleration_Y" 0.589922434814815
"Walking" 9 "Time_Mean_Gravity_Acceleration_Y" -0.0314341738730769
"WalkingUp" 9 "Time_Mean_Gravity_Acceleration_Y" -0.0377947824285714
"WalkingDown" 9 "Time_Mean_Gravity_Acceleration_Y" -0.0352304645104762
"Sitting" 9 "Time_Mean_Gravity_Acceleration_Y" -0.0414258228938
